   0.00000000       0.00000000       0.00000000       0.00000000    
 -0.476199985     -0.167800009      -8.37000012E-02  0.511789918    
  -1.66000016E-02 -0.502400041       5.13999984E-02  0.505295277    
  0.471600026      0.169600010      -6.47000000E-02  0.505328476    
   1.14999972E-02  0.487500012       8.54999945E-02  0.495074511    
  0.806099951      -1.32299995     -0.455499977       1.61480844    
 -0.201400012      -1.40310001     -0.723100007       1.59126532    
  0.759700000       1.19640005     -0.683899999       1.57360613    
  0.187299997       1.42059994      0.730199993       1.60822189    
 -0.750699997      -1.21910000      0.677800000       1.58403540    
 -0.824500024       1.37969995      0.491000026       1.68061090    
  -9.37290001      -2.62350011     -0.641200006       9.75423717    

   8.48699951      -2.42440009      -7.44000003E-02   8.82680130    
   1.19999796E-03  -1.30000710E-03  -2.19999999E-03   2.82312115E-03
 -0.239600003     -0.233500004      0.357600003      0.489702135    
  0.462900013     -0.138300002       3.35999951E-02  0.484285325    
 -0.447600007      0.204499990       1.80000011E-02  0.492432743    
  0.206000000      0.164299995     -0.410399973      0.487707525    
  0.776299953      -1.08120000       1.26880002       1.83888245    
   1.57459998      0.162400007     -0.775300026       1.76261997    
   1.47379994      -3.03000063E-02 -0.920100033       1.73769629    
 -0.761300027       1.05159998      -1.24000001       1.79528284    
  -1.56309998     -0.158399999      0.757600009       1.74422753    
  -1.46410000       3.44000012E-02  0.902399957       1.72020280    
